# Last modified: 23-03-2017@22:10:04
# LRG	HGNC_SYMBOL	REFSEQ_GENOMIC	LRG_TRANSCRIPT	REFSEQ_TRANSCRIPT	ENSEMBL_TRANSCRIPT	CCDS
LRG_835	KCTD7	NG_028110.1	t1	NM_153033.4	-	CCDS5534.1
LRG_836	TBCK	NG_034057.2	t1	NM_001163436.2	-	CCDS54788.1
LRG_837	SLC40A1	NG_009027.1	t1	NM_014585.5	-	CCDS2299.1
LRG_838	ACADM	NG_007045.2	t1	NM_000016.5	-	CCDS668.1
LRG_839	MTM1	NG_008199.1	t1	NM_000252.2	-	CCDS14694.1
LRG_840	IGSF1	NG_021190.3	t1	NM_001170961.1	-	CCDS55491.1
LRG_841	SLCO2A1	NG_031964.2	t1	NM_005630.2	ENST00000310926.8	CCDS3084.1
LRG_842	POMT1	NG_008896.1	t1	NM_007171.3	-	CCDS6943.1
LRG_844	POMT2	NG_008897.1	t1	NM_013382.5	-	CCDS9857.1
LRG_845	DYSF	NG_008694.1	t1	NM_003494.3	-	CCDS1918.1
LRG_845	DYSF	NG_008694.1	t2	NM_001130987.1	-	CCDS46328.1
LRG_847	PIN1	NG_029167.1	t1	NM_006221.3	-	CCDS12220.1
LRG_848	GK	NG_008178.1	t1	NM_001205019.1	-	CCDS75963.1
LRG_848	GK	NG_008178.1	t2	NM_000167.5	-	CCDS35224.1
LRG_849	CAPN3	NG_008660.1	t1	NM_000070.2	-	CCDS45245.1
LRG_850	TNNT3	NG_013085.2	t1	NM_006757.3	-	CCDS7727.1
LRG_851	TNNI2	NG_011621.1	t1	NM_003282.3	-	CCDS31333.1
LRG_853	BICC1	NG_029759.2	t1	NM_001080512.2	-	CCDS31206.1
LRG_854	DAG1	NG_013230.3	t1	NM_001165928.3	-	CCDS2799.1
LRG_855	CHKB	NG_029213.1	t1	NM_005198.4	-	CCDS14099.1
LRG_856	LARGE1	NG_009929.2	t1	NM_004737.5	-	CCDS13912.1
LRG_857	SELENON	NG_009930.1	t1	NM_020451.2	-	CCDS41282.1
LRG_860	VMA21	NG_016761.1	t1	NM_001017980.3	-	CCDS35430.1
LRG_861	ARID1B	NG_032093.2	t1	NM_020732.3	-	CCDS55072.1
LRG_861	ARID1B	NG_032093.2	t2	NM_001346813.1	-	-
LRG_862	TSPYL1	NG_016217.1	t1	NM_003309.3	-	CCDS34518.1
LRG_863	ATXN1	NG_011571.1	t1	NM_000332.3	-	CCDS34342.1
LRG_864	ATXN2	NG_011572.2	t1	NM_002973.3	ENST00000377617.7	CCDS31902.1
LRG_865	ATXN3	NG_008198.2	t1	NM_004993.5	-	CCDS9900.1
LRG_866	ATXN7	NG_008227.1	t1	NM_000333.3	-	CCDS43102.1
LRG_867	FRMD7	NG_012347.1	t1	NM_194277.2	-	CCDS35397.1
LRG_868	ANO5	NG_015844.1	t1	NM_213599.2	-	CCDS31444.1
LRG_869	DOK7	NG_013072.2	t1	NM_173660.4	-	CCDS3370.2
LRG_870	FLNC	NG_011807.1	t1	NM_001458.4	-	CCDS43644.1
LRG_871	ITGA7	NG_012343.1	t1	NM_002206.2	-	CCDS8888.1
LRG_871	ITGA7	NG_012343.1	t2	NM_001144997.1	-	CCDS44914.1
LRG_872	SYNE2	NG_011756.1	t1	NM_182914.2	-	CCDS9761.2
LRG_873	BIN1	NG_012042.1	t1	NM_139343.2	-	CCDS2138.1
LRG_874	TPMT	NG_012137.2	t1	NM_000367.4	-	CCDS4543.1
LRG_875	ARID1A	NG_029965.1	t1	NM_006015.4	-	CCDS285.1
LRG_876	CYCS	NG_023438.1	t1	NM_018947.5	-	CCDS5393.1
LRG_877	ANO6	NG_028220.1	t1	NM_001025356.2	-	CCDS31782.1
LRG_877	ANO6	NG_028220.1	t2	NM_001142678.1	ENST00000441606.2	CCDS44866.1
LRG_877	ANO6	NG_028220.1	t3	NM_001142679.1	-	CCDS44865.1
LRG_877	ANO6	NG_028220.1	t4	NM_001204803.1	-	CCDS55819.1
LRG_878	SMARCA4	NG_011556.2	t1	NM_001128849.1	-	-
LRG_879	GFI1B	NG_034227.1	t1	NM_004188.5	-	CCDS6957.1
LRG_880	EPPK1	NG_033825.1	t1	NM_031308.3	-	CCDS75800.1
LRG_881	ARL14EP	NG_034234.1	t1	NM_152316.2	-	CCDS7869.1
LRG_882	SMARCA2	NG_032162.2	t1	NM_003070.4	-	CCDS34977.1
LRG_883	BLOC1S6	NG_028194.2	t1	NM_012388.3	-	CCDS10126.1
LRG_884	VPS33B	NG_012162.1	t1	NM_018668.4	-	CCDS10369.1
LRG_885	SERPINF2	NG_013215.1	t1	NM_000934.3	ENST00000324015.7	CCDS11011.1
LRG_886	ACTN1	NG_029480.1	t1	NM_001130004.1	-	CCDS45130.1
LRG_887	NPHS2	NG_007535.1	t1	NM_014625.3	-	CCDS1331.1
LRG_888	PCSK6	NG_030047.3	t1	NM_002570.4	-	CCDS73790.1
LRG_989	LZTR1	NG_034193.1	t1	NM_006767.3	-	CCDS33606.1
LRG_990	CCND1	NG_007375.1	t1	NM_053056.2	-	CCDS8191.1
LRG_991	CDK6	NG_015888.1	t1	NM_001145306.1	-	CCDS5628.1
LRG_991	CDK6	NG_015888.1	t2	NM_001259.6	ENST00000265734.8	CCDS5628.1
LRG_992	ESR1	NG_008493.2	t1	NM_000125.3	-	CCDS5234.1
LRG_993	FGFR1	NG_007729.1	t1	NM_023110.2	-	CCDS6107.2
LRG_994	FGFR2	NG_012449.2	t1	NM_000141.4	-	CCDS31298.1
LRG_994	FGFR2	NG_012449.2	t2	NM_022970.3	-	CCDS7620.2
LRG_995	FUBP1	NG_033243.2	t1	NM_003902.4	-	CCDS683.1
LRG_996	ERBB3	NG_011529.1	t1	NM_001982.3	-	CCDS31833.1
LRG_996	ERBB3	NG_011529.1	t2	NM_001005915.1	-	CCDS44918.1
LRG_997	ROS1	NG_033929.1	t1	NM_002944.2	-	CCDS5116.1
LRG_998	CCND3	NG_041939.1	t1	NM_001760.4	ENST00000372991.8	CCDS4863.1
LRG_998	CCND3	NG_041939.1	t2	NM_001136017.3	-	CCDS47426.1
LRG_999	CIC	NG_042060.1	t1	NM_015125.4	-	CCDS12601.1
LRG_999	CIC	NG_042060.1	t2	NM_001304815.1	-	-
LRG_1000	GPR101	NG_016367.1	t1	NM_054021.1	ENST00000298110.1	CCDS14662.1
LRG_1001	ITGA2	NG_008330.1	t1	NM_002203.3	ENST00000296585.9	CCDS3957.1
LRG_1002	CD109	NG_033971.1	t1	NM_133493.4	-	CCDS4982.1
LRG_1002	CD109	NG_033971.1	t2	NM_001159587.2	-	CCDS55038.1
LRG_1007	OPRM1	NG_021208.2	t1	NM_001008503.2	-	CCDS43517.1
LRG_1008	HTR2A	NG_013011.1	t1	NM_000621.4	-	CCDS9405.1
LRG_1009	HTR2C	NG_012082.2	t1	NM_001256760.2	-	CCDS14564.1
LRG_1009	HTR2C	NG_012082.2	t2	NM_000868.3	-	CCDS14564.1
LRG_1010	COMT	NG_011526.1	t1	NM_000754.3	-	CCDS13770.1
LRG_1011	IFNL3	NG_042193.1	t1	NM_172139.3	ENST00000413851.2	CCDS12530.1
LRG_1012	GRIK4	NG_042194.1	t1	NM_014619.4	-	CCDS8433.1
LRG_1013	PRSS1	NG_008307.3	t1	NM_002769.4	-	CCDS5872.1
LRG_1014	LMX1B	NG_017039.1	t1	NM_002316.3	-	CCDS6866.2
LRG_1014	LMX1B	NG_017039.1	t2	NM_001174146.1	ENST00000355497.9	CCDS55343.1
LRG_1014	LMX1B	NG_017039.1	t3	NM_001174147.1	ENST00000373474.8	CCDS55342.1
LRG_1015	PLA2G6	NG_007094.2	t1	NM_003560.2	-	CCDS13967.1
LRG_1016	PANK2	NG_008131.3	t1	NM_153638.2	ENST00000316562.8	CCDS13071.2
LRG_1017	ABCD1	NG_009022.1	t1	NM_000033.3	ENST00000218104.5	CCDS14728.1
LRG_1018	SRC	NG_023033.1	t1	NM_198291.2	-	CCDS13294.1
LRG_1019	VIPAS39	NG_023421.1	t1	NM_001193315.1	-	CCDS9862.1
LRG_1020	SLC13A5	NG_034220.1	t1	NM_177550.4	-	CCDS11079.1
LRG_1021	FGFR3	NG_012632.1	t1	NM_000142.4	-	CCDS3353.1
LRG_1021	FGFR3	NG_012632.1	t2	NM_001163213.1	-	CCDS54706.1
LRG_1022	SLCO1B1	NG_011745.1	t1	NM_006446.4	-	CCDS8685.1
LRG_1023	CD99	NG_009174.1	t1	NM_002414.3	-	CCDS14119.1
LRG_1024	EIF2AK3	NG_016424.1	t1	NM_004836.6	-	CCDS33241.1
LRG_1025	TCF20	NG_028982.3	t1	NM_005650.3	-	CCDS14033.1
LRG_1026	RNF43	NG_042894.1	t1	NM_017763.5	-	CCDS11607.1
LRG_1027	SLC29A1	NG_042893.1	t1	NM_001304463.1	-	-
LRG_1028	FLG	NG_016190.1	t1	NM_002016.1	ENST00000368799.1	CCDS30860.1
LRG_1029	TOR1A	NG_008049.1	t1	NM_000113.2	-	CCDS6930.1
LRG_1030	H19	NG_016165.1	t1	NR_002196.2	-	-
LRG_1031	IGF2	NG_008849.1	t1	NM_000612.5	-	CCDS7728.1
LRG_1031	IGF2	NG_008849.1	t2	NM_001007139.5	-	CCDS7728.1
LRG_1031	IGF2	NG_008849.1	t3	NM_001127598.2	-	CCDS44517.1
LRG_1032	GRB10	NG_012305.1	t1	NM_001001555.2	-	CCDS43583.1
LRG_1032	GRB10	NG_012305.1	t2	NM_005311.4	-	CCDS43582.1
LRG_1033	MEST	NG_009226.1	t1	NM_002402.3	-	CCDS5822.1
LRG_1034	DIRAS3	NG_011753.1	t1	NM_004675.3	ENST00000370981.1	CCDS641.1
LRG_1035	HYMAI	NG_016174.1	t1	NR_002768.2	-	-
LRG_1036	IGF2R	NG_011785.3	t1	NM_000876.3	-	CCDS5273.1
LRG_1037	CALCR	NG_013005.1	t1	NM_001742.3	-	CCDS5631.1
LRG_1037	CALCR	NG_013005.1	t2	NM_001164737.1	ENST00000359558.6	CCDS55125.1
LRG_1037	CALCR	NG_013005.1	t3	NM_001164738.1	-	CCDS5631.1
LRG_1038	CPA4	NG_011788.1	t1	NM_016352.3	-	CCDS5818.1
LRG_1039	KLF14	NG_016152.2	t1	NM_138693.3	-	CCDS5825.1
LRG_1040	ERLIN2	NG_032059.1	t1	NM_001003791.2	-	CCDS34879.1
LRG_1040	ERLIN2	NG_032059.1	t2	NM_007175.6	-	CCDS6095.1
LRG_1041	TRAPPC9	NG_016478.2	t1	NM_031466.6	ENST00000389328.8	CCDS34946.1
LRG_1041	TRAPPC9	NG_016478.2	t2	NM_001160372.2	-	CCDS55278.1
LRG_1042	KCNK9	NG_012842.2	t1	NM_001282534.1	-	CCDS6377.1
LRG_1043	PHLDA2	NG_009266.1	t1	NM_003311.3	-	CCDS7741.1
LRG_1044	DLK1	NG_016863.2	t1	NM_003836.6	-	CCDS9963.1
LRG_1045	MKRN3	NG_012875.3	t1	NM_005664.3	-	CCDS10013.1
LRG_1046	MAGEL2	NG_016776.1	t1	NM_019066.4	-	CCDS73700.1
LRG_1047	NDN	NG_009380.1	t1	NM_002487.2	-	CCDS10014.1
LRG_1048	NNAT	NG_009263.1	t1	NM_005386.2	-	CCDS13296.1
LRG_1049	L3MBTL1	NG_009238.3	t1	NM_015478.6	-	CCDS13319.1
LRG_1049	L3MBTL1	NG_009238.3	t2	NM_032107.4	-	CCDS46602.2
LRG_1050	SGK2	NG_029448.2	t1	NM_170693.2	-	CCDS13321.1
LRG_1050	SGK2	NG_029448.2	t2	NM_016276.3	-	CCDS13320.1
LRG_1050	SGK2	NG_029448.2	t3	NM_001199264.1	-	CCDS13321.1
LRG_1051	GNAS-AS1	NG_021433.1	t1	NR_002785.2	-	-
LRG_1052	KCNQ1OT1	NG_016178.2	t1	NR_002728.3	-	-
LRG_1053	PPIE	NG_044984.2	t1	NM_001195007.1	-	CCDS53299.1
LRG_1054	SLC22A18	NG_011512.1	t1	NM_183233.2	ENST00000347936.6	CCDS7740.1
LRG_1055	IGF1R	NG_009492.1	t1	NM_000875.4	-	CCDS10378.1
LRG_1055	IGF1R	NG_009492.1	t2	NM_001291858.1	-	CCDS73785.1
LRG_1056	MESTIT1	NG_044996.1	t1	NR_004382.1	-	-
LRG_1057	HTR5A	NG_044997.1	t1	NM_024012.3	-	CCDS5936.1
LRG_1058	MEG8	NG_045000.3	t1	NR_024149.2	-	-
LRG_1059	RTL1	NG_045001.1	t1	NM_001134888.2	ENST00000534062.1	CCDS53910.1
LRG_1060	WRB	NG_045002.3	t1	NM_004627.4	-	CCDS13664.1
LRG_1061	INPP5F	NG_044999.1	t1	NM_001243194.1	-	CCDS58098.1
LRG_1062	FAM50B	NG_045226.1	t1	NM_012135.2	-	CCDS4487.1
LRG_1064	IRAIN	NG_045221.1	t1	NR_126453.1	-	-
LRG_1065	ZDBF2	NG_045219.1	t1	NM_020923.2	-	CCDS46501.1
LRG_1066	ZNF597	NG_045222.1	t1	NM_152457.2	-	CCDS10505.1
LRG_1067	NAA60	NG_045230.1	t1	NM_001083601.2	ENST00000407558.8	CCDS45396.1
LRG_1068	ZNF331	NG_045232.1	t1	NM_018555.5	-	CCDS33102.1
LRG_1068	ZNF331	NG_045232.1	t2	NM_001079907.1	-	CCDS33102.1
LRG_1068	ZNF331	NG_045232.1	t3	NM_001253800.1	-	CCDS33102.1
LRG_1068	ZNF331	NG_045232.1	t4	NM_001253801.2	-	CCDS33102.1
LRG_1068	ZNF331	NG_045232.1	t5	NM_001079906.1	-	CCDS33102.1
LRG_1069	PML	NG_029036.1	t1	NM_033238.2	-	CCDS10255.1
LRG_1070	RARA	NG_027701.1	t1	NM_000964.3	-	CCDS11366.1
LRG_1071	WDR27	NG_046155.1	t1	NM_182552.4	-	CCDS47520.2
LRG_1072	NAP1L5	NG_045229.1	t1	NM_153757.3	-	CCDS3632.1
LRG_1073	AHSP	NG_046852.1	t1	NM_016633.3	-	CCDS10716.1
LRG_1074	GCK	NG_008847.2	t1	NM_000162.3	-	CCDS5479.1
LRG_1074	GCK	NG_008847.2	t2	NM_033507.1	-	CCDS5480.1
LRG_1076	HMBS	NG_008093.1	t1	NM_000190.3	-	CCDS8409.1
LRG_1076	HMBS	NG_008093.1	t2	NM_001024382.1	ENST00000392841.1	CCDS41726.1
LRG_1076	HMBS	NG_008093.1	t3	NM_001258208.1	-	CCDS58186.1
LRG_1076	HMBS	NG_008093.1	t4	NM_001258209.1	-	CCDS58187.1
LRG_1077	CPOX	NG_015994.2	t1	NM_000097.5	-	CCDS2932.1
LRG_1078	PPOX	NG_012877.2	t1	NM_000309.3	-	CCDS1221.1
LRG_1078	PPOX	NG_012877.2	t2	NM_001122764.1	-	CCDS1221.1
LRG_1079	UROD	NG_007122.2	t1	NM_000374.4	-	CCDS518.1
LRG_1079	UROD	NG_007122.2	t2	NR_036510.1	-	-
LRG_1080	FECH	NG_008175.1	t1	NM_000140.3	-	CCDS11964.1
LRG_1080	FECH	NG_008175.1	t2	NM_001012515.2	-	CCDS32836.1
LRG_1081	UROS	NG_011557.2	t1	NM_000375.2	-	CCDS7648.1
LRG_1081	UROS	NG_011557.2	t2	NM_001324036.1	-	-
LRG_1081	UROS	NG_011557.2	t3	NM_001324038.1	-	-
LRG_1081	UROS	NG_011557.2	t4	NM_001324037.1	-	-
LRG_1081	UROS	NG_011557.2	t5	NM_001324039.1	-	CCDS81522.1
LRG_1081	UROS	NG_011557.2	t6	NR_136676.1	-	-
LRG_1081	UROS	NG_011557.2	t7	NR_136675.1	-	-
LRG_1081	UROS	NG_011557.2	t8	NR_136677.1	-	-
LRG_1081	UROS	NG_011557.2	t9	NR_136678.1	-	-
LRG_1082	CALM3	NG_051331.1	t1	NM_005184.3	-	CCDS33061.1
LRG_1083	KCNE5	NG_013241.1	t1	NM_012282.3	-	CCDS14547.1
LRG_1084	TERF2IP	NG_051307.2	t1	NM_018975.3	-	CCDS32491.1
LRG_1085	RHOA	NG_051308.1	t1	NM_001664.3	-	CCDS2795.1
LRG_1086	MAP3K6	NG_051309.1	t1	NM_004672.4	-	CCDS299.1
LRG_1087	KLLN	NG_033079.1	t1	NM_001126049.1	ENST00000445946.3	CCDS44454.1
LRG_1088	PDP2	NG_051332.2	t1	NM_020786.3	-	CCDS10822.1
LRG_1089	LIPT2	NG_051333.1	t1	NM_001144869.2	-	CCDS44679.1
LRG_1090	RNASEH1	NG_051310.1	t1	NM_002936.4	-	CCDS1647.1
LRG_1091	SLC25A46	NG_051334.1	t1	NM_138773.3	-	CCDS4100.1
LRG_1092	COQ8A	NG_012825.2	t1	NM_020247.4	-	CCDS1557.1
LRG_1093	RUBCN	NG_034153.2	t1	NM_014687.3	-	CCDS43195.1
LRG_1093	RUBCN	NG_034153.2	t2	NM_001145642.4	-	CCDS46987.1
LRG_1093	RUBCN	NG_034153.2	t3	NM_001346873.1	-	-
LRG_1094	WHRN	NG_016700.1	t1	NM_015404.3	-	CCDS6806.1
LRG_1095	ADGRV1	NG_007083.2	t1	NM_032119.3	-	CCDS47246.1
LRG_1096	KIAA0586	NG_051335.2	t1	NM_001244189.1	-	CCDS58320.1
LRG_1096	KIAA0586	NG_051335.2	t2	NM_014749.4	-	CCDS45115.1
LRG_1098	MEG3	NG_016853.2	t1	NR_003530.2	-	-
LRG_1098	MEG3	NG_016853.2	t2	NR_033359.1	-	-
LRG_1098	MEG3	NG_016853.2	t3	NR_046464.1	-	-
LRG_1098	MEG3	NG_016853.2	t4	NR_046473.1	-	-
LRG_1101	PLAGL1	NG_009384.1	t1	NM_001080951.2	-	CCDS5202.1
LRG_1101	PLAGL1	NG_009384.1	t2	NM_001080954.2	-	CCDS5202.1
LRG_1101	PLAGL1	NG_009384.1	t3	NM_001317156.1	-	CCDS5202.1
LRG_1101	PLAGL1	NG_009384.1	t4	NM_001317157.1	-	CCDS5202.1
LRG_1102	SNU13	NG_051551.1	t1	NM_001003796.1	-	CCDS33653.1
LRG_1102	SNU13	NG_051551.1	t2	NM_005008.3	-	CCDS14022.1
LRG_1103	SVOPL	NG_051552.1	t1	NM_001139456.1	-	CCDS47721.1
LRG_1103	SVOPL	NG_051552.1	t2	NM_174959.3	-	CCDS5848.1
LRG_1104	VTRNA2-1	NG_051612.1	t1	NR_030583.3	-	-
LRG_1105	GPR1-AS	NG_051613.1	t1	NR_104359.1	ENST00000623040.1	-
LRG_1106	HM13	NG_051619.2	t1	NM_178581.2	-	CCDS42861.1
LRG_1107	DCC	NG_013341.2	t1	NM_005215.3	-	CCDS11952.1
LRG_1108	CTNNB1	NG_013302.2	t1	NM_001904.3	-	CCDS2694.1
LRG_1109	FCGR2A	NG_012066.2	t1	NM_021642.3	-	CCDS30922.1
LRG_1110	GNAQ	NG_027904.2	t1	NM_002072.4	-	CCDS6658.1
LRG_1111	GNA11	NG_033852.2	t1	NM_002067.4	-	CCDS12103.1
LRG_1112	BCR	NG_009244.1	t1	NM_004327.3	-	CCDS13806.1
LRG_1113	BCL2	NG_009361.1	t1	NM_000633.2	-	CCDS11981.1
LRG_1113	BCL2	NG_009361.1	t2	NM_000657.2	-	CCDS45882.1
LRG_1114	SLFN14	NG_051181.1	t1	NM_001129820.1	-	CCDS45650.1
LRG_1115	ABCC6	NG_007558.2	t1	NM_001171.5	-	CCDS10568.1
LRG_1116	COL4A1	NG_011544.2	t1	NM_001845.5	-	CCDS9511.1
